ICD-10-CM Diagnosis Code & Name	Uniqe Patient Count
H40.50X1 Glaucoma secondary to oth eye disord, unsp eye, mild stage	1
H40.50X3 Glaucoma secondary to oth eye disord, unsp eye, severe stage	8
H40.51X0 Glaucoma secondary to oth eye disord, right eye, stage unsp	10
H40.51X1 Glaucoma secondary to oth eye disord, right eye, mild stage	2
H40.51X2 Glaucoma secondary to oth eye disord, r eye, moderate stage	6
H40.51X3 Glaucoma secondary to oth eye disord, r eye, severe stage	27
H40.51X4 Glaucoma sec to oth eye disord, r eye, indeterminate stage	1
H40.52X0 Glaucoma secondary to oth eye disord, left eye, stage unsp	12
H40.52X1 Glaucoma secondary to oth eye disord, left eye, mild stage	4
H40.52X2 Glaucoma sec to oth eye disord, left eye, moderate stage	3
H40.52X3 Glaucoma secondary to oth eye disord, left eye, severe stage	39
H40.52X4 Glaucoma sec to oth eye disord, l eye, indeterminate stage	7
H40.53X0 Glaucoma secondary to oth eye disorders, bi, stage unsp	12
H40.53X2 Glaucoma secondary to oth eye disorders, bi, moderate stage	1
H40.53X3 Glaucoma secondary to oth eye disorders, bi, severe stage	9
H40.53X4 Glaucoma sec to oth eye disord, bi, indeterminate stage	1
H40.60X0 Glaucoma secondary to drugs, unsp eye, stage unspecified	1
H40.61X0 Glaucoma secondary to drugs, right eye, stage unspecified	1
H40.61X4 Glaucoma secondary to drugs, right eye, indeterminate stage	1
H40.63X0 Glaucoma secondary to drugs, bilateral, stage unspecified	2
H40.812 Glaucoma with increased episcleral venous pressure, left eye	1
H40.831 Aqueous misdirection, right eye	1
H40.89 Other specified glaucoma	121
H40.9 Unspecified glaucoma	2,134
H42 Glaucoma in diseases classified elsewhere	8
H43.01 Vitreous prolapse, right eye	1
H43.02 Vitreous prolapse, left eye	3
H43.03 Vitreous prolapse, bilateral	1
H43.10 Vitreous hemorrhage, unspecified eye	59
H43.11 Vitreous hemorrhage, right eye	103
H43.12 Vitreous hemorrhage, left eye	112
H43.13 Vitreous hemorrhage, bilateral	36
H43.21 Crystalline deposits in vitreous body, right eye	78
H43.22 Crystalline deposits in vitreous body, left eye	113
H43.23 Crystalline deposits in vitreous body, bilateral	34
H43.312 Vitreous membranes and strands, left eye	1
H43.313 Vitreous membranes and strands, bilateral	3
H43.391 Other vitreous opacities, right eye	249
H43.392 Other vitreous opacities, left eye	251
H43.393 Other vitreous opacities, bilateral	1,044
H43.399 Other vitreous opacities, unspecified eye	75
H43.811 Vitreous degeneration, right eye	687
H43.812 Vitreous degeneration, left eye	641
H43.813 Vitreous degeneration, bilateral	2,243
H43.819 Vitreous degeneration, unspecified eye	36
H43.821 Vitreomacular adhesion, right eye	45
H43.822 Vitreomacular adhesion, left eye	44
H43.823 Vitreomacular adhesion, bilateral	15
H43.829 Vitreomacular adhesion, unspecified eye	1
H43.89 Other disorders of vitreous body	11
H43.9 Unspecified disorder of vitreous body	10
H44.001 Unspecified purulent endophthalmitis, right eye	52
H44.002 Unspecified purulent endophthalmitis, left eye	60
H44.003 Unspecified purulent endophthalmitis, bilateral	31
H44.009 Unspecified purulent endophthalmitis, unspecified eye	14
H44.012 Panophthalmitis (acute), left eye	1
H44.111 Panuveitis, right eye	5
H44.112 Panuveitis, left eye	5
H44.113 Panuveitis, bilateral	9
H44.133 Sympathetic uveitis, bilateral	1
H44.139 Sympathetic uveitis, unspecified eye	4
H44.19 Other endophthalmitis	10
H44.20 Degenerative myopia, unspecified eye	2
H44.21 Degenerative myopia, right eye	13
H44.22 Degenerative myopia, left eye	11
H44.23 Degenerative myopia, bilateral	43
H44.399 Other degenerative disorders of globe, unspecified eye	1
H44.40 Unspecified hypotony of eye	13
H44.422 Hypotony of left eye due to ocular fistula	1
H44.50 Unspecified degenerated conditions of globe	1
H44.511 Absolute glaucoma, right eye	1
H44.512 Absolute glaucoma, left eye	4
H44.521 Atrophy of globe, right eye	10
H44.522 Atrophy of globe, left eye	16
H44.523 Atrophy of globe, bilateral	3
H44.529 Atrophy of globe, unspecified eye	1
H44.531 Leucocoria, right eye	1
H44.533 Leucocoria, bilateral	3
H44.652 Retained (old) magnetic fb in vitreous body, left eye	1
H44.702 Unsp retained (old) intraocular fb, nonmagnetic, left eye	1
H44.703 Unsp retained (old) intraocular fb, nonmagnetic, bilateral	1
H44.711 Retained (old) foreign body in ant chamber, right eye	2
H44.731 Retained (nonmagnetic) (old) foreign body in lens, right eye	1
H44.732 Retained (nonmagnetic) (old) foreign body in lens, left eye	6
H44.733 Retained (nonmagnetic) (old) foreign body in lens, bilateral	3
H44.753 Retained (old) foreign body in vitreous body, bilateral	1
H44.811 Hemophthalmos, right eye	8
H44.812 Hemophthalmos, left eye	4
H44.813 Hemophthalmos, bilateral	3
H44.819 Hemophthalmos, unspecified eye	2
H44.89 Other disorders of globe	2
H44.9 Unspecified disorder of globe	13
H46.00 Optic papillitis, unspecified eye	1
H46.01 Optic papillitis, right eye	2
H46.02 Optic papillitis, left eye	3
H46.03 Optic papillitis, bilateral	2
H46.10 Retrobulbar neuritis, unspecified eye	1
H46.11 Retrobulbar neuritis, right eye	6
H46.12 Retrobulbar neuritis, left eye	3
H46.3 Toxic optic neuropathy	3
H46.8 Other optic neuritis	40
H46.9 Unspecified optic neuritis	201
H47.011 Ischemic optic neuropathy, right eye	45
H47.012 Ischemic optic neuropathy, left eye	38
H47.013 Ischemic optic neuropathy, bilateral	8
H47.019 Ischemic optic neuropathy, unspecified eye	20
H47.021 Hemorrhage in optic nerve sheath, right eye	11
H47.022 Hemorrhage in optic nerve sheath, left eye	11
H47.029 Hemorrhage in optic nerve sheath, unspecified eye	1
H47.031 Optic nerve hypoplasia, right eye	14
H47.032 Optic nerve hypoplasia, left eye	16
H47.033 Optic nerve hypoplasia, bilateral	48
H47.039 Optic nerve hypoplasia, unspecified eye	15
H47.091 Oth disorders of optic nerve, NEC, right eye	20
H47.092 Oth disorders of optic nerve, NEC, left eye	32
H47.093 Oth disorders of optic nerve, NEC, bilateral	275
H47.099 Oth disorders of optic nerve, NEC, unsp eye	33
H47.10 Unspecified papilledema	189
H47.11 Papilledema associated with increased intracranial pressure	12
H47.13 Papilledema associated with retinal disorder	1
H47.20 Unspecified optic atrophy	269
H47.211 Primary optic atrophy, right eye	3
H47.213 Primary optic atrophy, bilateral	3
H47.22 Hereditary optic atrophy	15
H47.231 Glaucomatous optic atrophy, right eye	28
H47.232 Glaucomatous optic atrophy, left eye	37
H47.233 Glaucomatous optic atrophy, bilateral	576
H47.239 Glaucomatous optic atrophy, unspecified eye	3
H47.291 Other optic atrophy, right eye	11
H47.292 Other optic atrophy, left eye	9
H47.293 Other optic atrophy, bilateral	11
H47.299 Other optic atrophy, unspecified eye	3
H47.311 Coloboma of optic disc, right eye	2
H47.312 Coloboma of optic disc, left eye	1
H47.313 Coloboma of optic disc, bilateral	4
H47.321 Drusen of optic disc, right eye	20
H47.322 Drusen of optic disc, left eye	11
H47.323 Drusen of optic disc, bilateral	81
H47.329 Drusen of optic disc, unspecified eye	2
H47.331 Pseudopapilledema of optic disc, right eye	2
H47.332 Pseudopapilledema of optic disc, left eye	2
H47.333 Pseudopapilledema of optic disc, bilateral	16
H47.339 Pseudopapilledema of optic disc, unspecified eye	2
H47.391 Other disorders of optic disc, right eye	40
H47.392 Other disorders of optic disc, left eye	60
H47.393 Other disorders of optic disc, bilateral	425
H47.399 Other disorders of optic disc, unspecified eye	27
H47.42 Disorders of optic chiasm in (due to) neoplasm	3
H47.43 Disorders of optic chiasm in (due to) vascular disorders	1
H47.49 Disorders of optic chiasm in (due to) other disorders	7
H47.531 Disord of visual pathways in vascular disord, right side	1
H47.611 Cortical blindness, right side of brain	2
H47.612 Cortical blindness, left side of brain	3
H47.619 Cortical blindness, unspecified side of brain	35
H47.9 Unspecified disorder of visual pathways	18
H49.00 Third [oculomotor] nerve palsy, unspecified eye	18
H49.01 Third [oculomotor] nerve palsy, right eye	43
H49.02 Third [oculomotor] nerve palsy, left eye	40
H49.03 Third [oculomotor] nerve palsy, bilateral	7
H49.10 Fourth [trochlear] nerve palsy, unspecified eye	13
H49.11 Fourth [trochlear] nerve palsy, right eye	51
H49.12 Fourth [trochlear] nerve palsy, left eye	43
H49.13 Fourth [trochlear] nerve palsy, bilateral	4
H49.20 Sixth [abducent] nerve palsy, unspecified eye	15
H49.21 Sixth [abducent] nerve palsy, right eye	42
H49.22 Sixth [abducent] nerve palsy, left eye	44
H49.23 Sixth [abducent] nerve palsy, bilateral	6
H49.30 Total (external) ophthalmoplegia, unspecified eye	1
H49.33 Total (external) ophthalmoplegia, bilateral	1
H49.41 Progressive external ophthalmoplegia, right eye	1
H49.42 Progressive external ophthalmoplegia, left eye	3
H49.43 Progressive external ophthalmoplegia, bilateral	2
H49.813 Kearns-Sayre syndrome, bilateral	1
H49.819 Kearns-Sayre syndrome, unspecified eye	2
H49.882 Other paralytic strabismus, left eye	2
H49.883 Other paralytic strabismus, bilateral	2
H49.9 Unspecified paralytic strabismus	24
H50.00 Unspecified esotropia	937
H50.011 Monocular esotropia, right eye	7
H50.012 Monocular esotropia, left eye	8
H50.05 Alternating esotropia	100
H50.07 Alternating esotropia with V pattern	1
H50.10 Unspecified exotropia	503
H50.111 Monocular exotropia, right eye	5
H50.112 Monocular exotropia, left eye	5
H50.15 Alternating exotropia	117
H50.17 Alternating exotropia with V pattern	1
H50.21 Vertical strabismus, right eye	110
H50.22 Vertical strabismus, left eye	93
H50.30 Unspecified intermittent heterotropia	512
H50.311 Intermittent monocular esotropia, right eye	8
H50.312 Intermittent monocular esotropia, left eye	7
H50.32 Intermittent alternating esotropia	15
H50.331 Intermittent monocular exotropia, right eye	5
H50.332 Intermittent monocular exotropia, left eye	3
H50.34 Intermittent alternating exotropia	51
H50.40 Unspecified heterotropia	16
H50.42 Monofixation syndrome	3
H50.43 Accommodative component in esotropia	538
H50.50 Unspecified heterophoria	62
H50.51 Esophoria	167
H50.52 Exophoria	212
H50.53 Vertical heterophoria	390
H50.60 Mechanical strabismus, unspecified	2
H50.611 Brown's sheath syndrome, right eye	1
H50.612 Brown's sheath syndrome, left eye	3
H50.811 Duane's syndrome, right eye	10
H50.812 Duane's syndrome, left eye	37
H50.89 Other specified strabismus	11
H50.9 Unspecified strabismus	212
H51.0 Palsy (spasm) of conjugate gaze	10
H51.11 Convergence insufficiency	158
H51.12 Convergence excess	22
H51.20 Internuclear ophthalmoplegia, unspecified eye	3
H51.21 Internuclear ophthalmoplegia, right eye	5
H51.22 Internuclear ophthalmoplegia, left eye	3
H51.23 Internuclear ophthalmoplegia, bilateral	3
H51.8 Other specified disorders of binocular movement	105
H51.9 Unspecified disorder of binocular movement	60
H52.00 Hypermetropia, unspecified eye	768
H52.01 Hypermetropia, right eye	674
H52.02 Hypermetropia, left eye	569
H52.03 Hypermetropia, bilateral	12,439
H52.10 Myopia, unspecified eye	639
H52.11 Myopia, right eye	735
H52.12 Myopia, left eye	813
H52.13 Myopia, bilateral	20,959
H52.201 Unspecified astigmatism, right eye	881
H52.202 Unspecified astigmatism, left eye	931
H52.203 Unspecified astigmatism, bilateral	18,078
H52.209 Unspecified astigmatism, unspecified eye	4,221
H52.211 Irregular astigmatism, right eye	11
H52.212 Irregular astigmatism, left eye	14
H52.213 Irregular astigmatism, bilateral	50
H52.219 Irregular astigmatism, unspecified eye	3
H52.221 Regular astigmatism, right eye	377
H52.222 Regular astigmatism, left eye	413
H52.223 Regular astigmatism, bilateral	5,471
H52.229 Regular astigmatism, unspecified eye	12
H52.31 Anisometropia	500
H52.32 Aniseikonia	1
H52.4 Presbyopia	19,216
H52.523 Paresis of accommodation, bilateral	1
H52.531 Spasm of accommodation, right eye	1
H52.532 Spasm of accommodation, left eye	4
H52.533 Spasm of accommodation, bilateral	66
H52.6 Other disorders of refraction	141
H52.7 Unspecified disorder of refraction	575
H53.001 Unspecified amblyopia, right eye	491
H53.002 Unspecified amblyopia, left eye	635
H53.003 Unspecified amblyopia, bilateral	98
H53.009 Unspecified amblyopia, unspecified eye	42
H53.021 Refractive amblyopia, right eye	117
H53.022 Refractive amblyopia, left eye	144
H53.023 Refractive amblyopia, bilateral	102
H53.029 Refractive amblyopia, unspecified eye	4
H53.031 Strabismic amblyopia, right eye	54
H53.032 Strabismic amblyopia, left eye	57
H53.033 Strabismic amblyopia, bilateral	9
H53.039 Strabismic amblyopia, unspecified eye	3
H53.041 Amblyopia suspect, right eye	1
H53.042 Amblyopia suspect, left eye	1
H53.10 Unspecified subjective visual disturbances	189
H53.121 Transient visual loss, right eye	28
H53.122 Transient visual loss, left eye	26
H53.123 Transient visual loss, bilateral	44
H53.129 Transient visual loss, unspecified eye	15
H53.131 Sudden visual loss, right eye	20
H53.132 Sudden visual loss, left eye	18
H53.133 Sudden visual loss, bilateral	17
H53.139 Sudden visual loss, unspecified eye	6
H53.141 Visual discomfort, right eye	33
H53.142 Visual discomfort, left eye	39
H53.143 Visual discomfort, bilateral	391
H53.149 Visual discomfort, unspecified	445
H53.15 Visual distortions of shape and size	21
H53.16 Psychophysical visual disturbances	457
H53.19 Other subjective visual disturbances	122
H53.2 Diplopia	1,042
H53.30 Unspecified disorder of binocular vision	41
H53.31 Abnormal retinal correspondence	1
H53.40 Unspecified visual field defects	446
H53.411 Scotoma involving central area, right eye	7
H53.412 Scotoma involving central area, left eye	6
H53.413 Scotoma involving central area, bilateral	10
H53.419 Scotoma involving central area, unspecified eye	3
H53.421 Scotoma of blind spot area, right eye	1
H53.422 Scotoma of blind spot area, left eye	1
H53.431 Sector or arcuate defects, right eye	3
H53.432 Sector or arcuate defects, left eye	2
H53.433 Sector or arcuate defects, bilateral	4
H53.439 Sector or arcuate defects, unspecified eye	1
H53.451 Other localized visual field defect, right eye	28
H53.452 Other localized visual field defect, left eye	33
H53.453 Other localized visual field defect, bilateral	38
H53.459 Other localized visual field defect, unspecified eye	11
H53.461 Homonymous bilateral field defects, right side	90
H53.462 Homonymous bilateral field defects, left side	104
H53.469 Homonymous bilateral field defects, unspecified side	54
H53.47 Heteronymous bilateral field defects	60
H53.481 Generalized contraction of visual field, right eye	3
H53.482 Generalized contraction of visual field, left eye	3
H53.483 Generalized contraction of visual field, bilateral	26
H53.489 Generalized contraction of visual field, unspecified eye	7
H53.50 Unspecified color vision deficiencies	78
H53.51 Achromatopsia	2
H53.52 Acquired color vision deficiency	1
H53.53 Deuteranomaly	2
H53.54 Protanomaly	1
H53.59 Other color vision deficiencies	24
H53.60 Unspecified night blindness	10
H53.69 Other night blindness	1
H53.71 Glare sensitivity	2
H53.72 Impaired contrast sensitivity	3
H53.8 Other visual disturbances	2,498
H53.9 Unspecified visual disturbance	2,277
H54.0 Blindness, both eyes	277
H54.10 Blindness, one eye, low vision other eye, unspecified eyes	10
H54.11 Blindness, right eye, low vision left eye	20
H54.12 Blindness, left eye, low vision right eye	13
H54.2 Low vision, both eyes	130
H54.3 Unqualified visual loss, both eyes	64
H54.40 Blindness, one eye, unspecified eye	60
H54.41 Blindness, right eye, normal vision left eye	146
H54.42 Blindness, left eye, normal vision right eye	178
H54.50 Low vision, one eye, unspecified eye	24
H54.51 Low vision, right eye, normal vision left eye	4
H54.52 Low vision, left eye, normal vision right eye	1
H54.60 Unqualified visual loss, one eye, unspecified	13
H54.61 Unqualified visual loss, right eye, normal vision left eye	122
H54.62 Unqualified visual loss, left eye, normal vision right eye	132
H54.7 Unspecified visual loss	807
H54.8 Legal blindness, as defined in USA	244
H55.00 Unspecified nystagmus	360
H55.01 Congenital nystagmus	48
